block_id,location,area,lon,lat,historical_demand,rank,priority,persistence,months_nonzero,months_observed,avg_persons,peak_persons,latest_demand,latest_individuals,latest_tents,latest_vehicles,longitudinal_data,business_in_block,nearest_business_m,business_within_200m,business_within_400m,business_within_800m,restaurant_in_block,nearest_restaurant_m,restaurant_within_200m,restaurant_within_400m,restaurant_within_800m,foodsite_in_block,nearest_foodsite_m,foodsite_within_200m,foodsite_within_400m,foodsite_within_800m,unserved_need,supply_within_400m,pantry_within_400m,nearest_pantry_m,pantry_days_per_week,pantry_daily_within_400m,food_access_days_per_week,unserved_need_daily,unserved_need_any
22ND_ST_K_ST,22ND ST & K ST,Outside Perimeter,-117.1444354,32.7078447,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,590.2,0,0,2,0,,0,0,0,0,383.0,0,1,4,0.0,0,0,509.9,0.0,0,0.0,0.0,0.0
22ND_ST_G_ST,22ND ST & G ST,Outside Perimeter,-117.1444422,32.7121,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,432.1,0,0,2,0,,0,0,0,0,405.5,0,0,2,0.0,0,0,452.6,0.0,0,0.0,0.0,0.0
22ND_ST_ISLAND_AV,22ND ST & ISLAND AV,Outside Perimeter,-117.1444268,32.7099351,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,462.4,0,0,2,0,,0,0,0,0,316.3,0,1,3,0.0,0,0,419.4,0.0,0,0.0,0.0,0.0
20TH_ST_MARKET_ST,20TH ST & MARKET ST,Outside Perimeter,-117.1462566,32.7109976,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,263.0,0,2,2,0,,0,0,0,0,196.6,1,1,2,0.0,2,0,563.2,0.0,0,0.0,0.0,0.0
25TH_ST_J_ST,25TH ST & J ST,Outside Perimeter,-117.1413245,32.7089464,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,773.1,0,0,1,0,,0,0,0,0,212.8,0,1,4,0.0,0,1,212.8,0.23,0,0.23,0.0,0.0
20TH_ST_G_ST,20TH ST & G ST,Outside Perimeter,-117.1463384,32.7120933,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,257.9,0,2,2,0,,0,0,0,0,289.7,0,1,2,0.0,2,0,603.8,0.0,0,0.0,0.0,0.0
24TH_ST_ISLAND_AV,24TH ST & ISLAND AV,Outside Perimeter,-117.1432088,32.7094203,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,589.8,0,0,2,0,,0,0,0,0,323.7,0,1,3,0.0,0,1,323.7,0.23,0,0.23,0.0,0.0
25TH_ST_K_ST,25TH ST & K ST,Outside Perimeter,-117.1413004,32.7078924,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,825.5,0,0,0,0,,0,0,0,0,314.8,0,1,4,0.0,0,1,314.8,0.23,0,0.23,0.0,0.0
25TH_ST_G_ST,25TH ST & G ST,Outside Perimeter,-117.1413559,32.7121302,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,719.4,0,0,1,0,,0,0,0,0,221.5,0,1,4,0.0,0,1,221.5,0.23,0,0.23,0.0,0.0
BEARDSLEY_ST_MAIN_ST,BEARDSLEY ST & MAIN ST,Outside Perimeter,-117.1495408,32.7003924,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,900.9,0,0,0,0,,0,0,0,0,401.6,0,0,1,0.0,0,0,949.9,0.0,0,0.0,0.0,0.0
Map_Border_Map_Border,Map Border & Map Border,Outside Perimeter,-117.1511516,32.7015111,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,871.5,0,0,0,0,,0,0,0,0,317.3,0,1,1,0.0,0,0,892.9,0.0,0,0.0,0.0,0.0
NEWTON_AV_Map_Border,NEWTON AV & Map Border,Outside Perimeter,-117.150364,32.7023431,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,853.7,0,0,0,0,,0,0,0,0,201.4,0,1,1,0.0,0,0,811.3,0.0,0,0.0,0.0,0.0
24TH_ST_K_ST,24TH ST & K ST,Outside Perimeter,-117.143186,32.7078535,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,679.2,0,0,2,0,,0,0,0,0,419.3,0,0,4,0.0,0,0,419.3,0.0,0,0.0,0.0,0.0
22ND_ST_J_ST,22ND ST & J ST,Outside Perimeter,-117.1444379,32.7088943,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,516.5,0,0,2,0,,0,0,0,0,330.7,0,1,4,0.0,0,0,452.5,0.0,0,0.0,0.0,0.0
BEARDSLEY_ST_NEWTON_AV,BEARDSLEY ST & NEWTON AV,Outside Perimeter,-117.148737,32.7011838,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,942.9,0,0,0,0,,0,0,0,0,321.5,0,1,1,0.0,0,0,915.4,0.0,0,0.0,0.0,0.0
CESAR_E_CHAVEZ_PY_CROSBY_RD,CESAR E CHAVEZ PY & CROSBY RD,Outside Perimeter,-117.1502346,32.6968752,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,655.5,0,0,1,0,,0,0,0,0,796.1,0,0,1,0.0,0,0,961.2,0.0,0,0.0,0.0,0.0
NEWTON_AV_PARK_BL,NEWTON AV & PARK BL,Outside Perimeter,-117.1539584,32.7039294,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,498.1,0,0,7,0,,0,0,0,0,417.7,0,0,1,0.0,0,0,646.7,0.0,0,0.0,0.0,0.0
16TH_ST_C_ST,16TH ST & C ST,East Village,-117.1499595,32.7162861,0.0,262,none,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,True,0,540.3,0,0,2,0,,0,0,0,0,725.2,0,0,3,0.0,0,0,779.2,0.0,0,0.0,0.0,0.0
09TH_AV_CEDAR_ST,09TH AV & CEDAR ST,Cortez,-117.1570136,32.7214682,0.0,262,none,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,True,0,631.0,0,0,3,0,,0,0,0,0,423.4,0,0,5,0.0,0,0,704.0,0.0,0,0.0,0.0,0.0
21ST_ST_K_ST,21ST ST & K ST,Outside Perimeter,-117.1453286,32.7078362,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,528.6,0,0,2,0,,0,0,0,0,318.4,0,1,4,0.0,0,0,580.6,0.0,0,0.0,0.0,0.0
21ST_ST_G_ST,21ST ST & G ST,Outside Perimeter,-117.145372,32.7120866,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,346.0,0,1,2,0,,0,0,0,0,341.3,0,1,2,0.0,1,0,533.3,0.0,0,0.0,0.0,0.0
25TH_ST_MARKET_ST,25TH ST & MARKET ST,Outside Perimeter,-117.1413415,32.7110545,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,719.0,0,0,1,0,,0,0,0,0,140.0,1,1,4,0.0,0,1,140.0,0.23,0,0.23,0.0,0.0
21ST_ST_L_ST,21ST ST & L ST,Outside Perimeter,-117.1453186,32.7067905,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,602.3,0,0,2,0,,0,0,0,0,407.7,0,0,4,0.0,0,0,647.1,0.0,0,0.0,0.0,0.0
S_EVANS_ST_LOGAN_AV,S EVANS ST & LOGAN AV,Outside Perimeter,-117.1430314,32.6999216,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,728.0,0,0,1,0,,0,0,0,0,757.1,0,0,1,0.0,0,1,391.5,0.23,0,0.23,0.0,0.0
CESAR_E_CHAVEZ_PY_LOGAN_AV,CESAR E CHAVEZ PY & LOGAN AV,Outside Perimeter,-117.1455189,32.7016458,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,911.8,0,0,0,0,,0,0,0,0,455.8,0,0,1,0.0,0,0,693.0,0.0,0,0.0,0.0,0.0
S_EVANS_ST_I-5_SB,S EVANS ST & I-5 SB,Outside Perimeter,-117.1423963,32.7005212,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,806.1,0,0,0,0,,0,0,0,0,769.9,0,0,2,0.0,0,0,404.3,0.0,0,0.0,0.0,0.0
21ST_ST_E_ST,21ST ST & E ST,Outside Perimeter,-117.1453569,32.7142517,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,458.5,0,0,2,0,,0,0,0,0,545.8,0,0,2,0.0,0,0,652.8,0.0,0,0.0,0.0,0.0
22ND_ST_E_ST,22ND ST & E ST,Outside Perimeter,-117.1444639,32.7142172,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,521.5,0,0,2,0,,0,0,0,0,582.6,0,0,2,0.0,0,0,588.3,0.0,0,0.0,0.0,0.0
22ND_ST_BROADWAY,22ND ST & BROADWAY,Outside Perimeter,-117.1464733,32.7142189,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,384.2,0,1,2,0,,0,0,0,0,507.4,0,0,2,0.0,1,0,734.2,0.0,0,0.0,0.0,0.0
25TH_ST_SR-94_WB,25TH ST & SR-94 WB,Outside Perimeter,-117.1419995,32.713132,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,680.4,0,0,1,0,,0,0,0,0,347.7,0,1,3,0.0,0,1,347.7,0.23,0,0.23,0.0,0.0
27TH_ST_B_ST,27TH ST & B ST,Outside Perimeter,-117.1371217,32.7173875,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1291.3,0,0,0,0,,0,0,0,0,668.7,0,0,1,0.0,0,1,16.9,0.23,0,0.23,0.0,0.0
23RD_ST_E_ST,23RD ST & E ST,Outside Perimeter,-117.1435701,32.7142204,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,591.9,0,0,2,0,,0,0,0,0,532.3,0,0,2,0.0,0,0,532.3,0.0,0,0.0,0.0,0.0
20TH_ST_L_ST,20TH ST & L ST,Outside Perimeter,-117.1462508,32.7067948,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,541.7,0,0,2,0,,0,0,0,0,364.7,0,1,3,0.0,0,0,617.0,0.0,0,0.0,0.0,0.0
BEARDSLEY_ST_LOGAN_AV,BEARDSLEY ST & LOGAN AV,Outside Perimeter,-117.1471732,32.7027984,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,897.3,0,0,0,0,,0,0,0,0,255.7,0,1,2,0.0,0,0,872.3,0.0,0,0.0,0.0,0.0
22ND_ST_L_ST,22ND ST & L ST,Outside Perimeter,-117.1444237,32.7067979,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,665.3,0,0,2,0,,0,0,0,0,460.1,0,0,4,0.0,0,0,584.4,0.0,0,0.0,0.0,0.0
25TH_ST_L_ST,25TH ST & L ST,Outside Perimeter,-117.141315,32.7068596,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,886.0,0,0,0,0,,0,0,0,0,364.8,0,1,3,0.0,0,0,423.6,0.0,0,0.0,0.0,0.0
BEARDSLEY_ST_NATIONAL_AV,BEARDSLEY ST & NATIONAL AV,Outside Perimeter,-117.1479629,32.7019938,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,965.9,0,0,0,0,,0,0,0,0,265.7,0,1,1,0.0,0,0,898.1,0.0,0,0.0,0.0,0.0
24TH_ST_L_ST,24TH ST & L ST,Outside Perimeter,-117.1431857,32.7067995,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,755.2,0,0,2,0,,0,0,0,0,508.7,0,0,4,0.0,0,0,508.7,0.0,0,0.0,0.0,0.0
21ST_ST_ISLAND_AV,21ST ST & ISLAND AV,Outside Perimeter,-117.1453325,32.709933,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,385.3,0,1,2,0,,0,0,0,0,231.6,0,1,3,0.0,1,0,503.4,0.0,0,0.0,0.0,0.0
20TH_ST_ISLAND_AV,20TH ST & ISLAND AV,Outside Perimeter,-117.1462789,32.7099376,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,308.6,0,2,2,0,,0,0,0,0,143.3,1,1,3,0.0,2,0,538.1,0.0,0,0.0,0.0,0.0
20TH_ST_J_ST,20TH ST & J ST,Outside Perimeter,-117.1462467,32.7088883,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,388.6,0,2,2,0,,0,0,0,0,177.4,1,1,3,0.0,2,0,543.2,0.0,0,0.0,0.0,0.0
22ND_ST_MARKET_ST,22ND ST & MARKET ST,Outside Perimeter,-117.1444428,32.7110048,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,430.4,0,0,2,0,,0,0,0,0,341.9,0,1,2,0.0,0,0,419.9,0.0,0,0.0,0.0,0.0
21ST_ST_MARKET_ST,21ST ST & MARKET ST,Outside Perimeter,-117.1453454,32.7109963,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,346.9,0,1,2,0,,0,0,0,0,265.7,0,1,2,0.0,1,0,503.7,0.0,0,0.0,0.0,0.0
19TH_ST_ISLAND_AV,19TH ST & ISLAND AV,Outside Perimeter,-117.147112,32.7099383,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,248.0,0,2,2,0,,0,0,0,0,66.3,1,1,3,0.0,2,0,460.4,0.0,0,0.0,0.0,0.0
Map_Border_BAY_FRONT_ST,Map Border & BAY FRONT ST,Outside Perimeter,-117.1484226,32.6960745,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,466.0,0,0,1,0,,0,0,0,0,888.0,0,0,0,0.0,0,0,804.7,0.0,0,0.0,0.0,0.0
Map_Border_HARBOR_DR,Map Border & HARBOR DR,Outside Perimeter,-117.1456167,32.6961166,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,309.5,0,1,1,0,,0,0,0,0,950.0,0,0,0,0.0,1,0,548.2,0.0,0,0.0,0.0,0.0
SAMPSON_ST_LOGAN_AV,SAMPSON ST & LOGAN AV,Outside Perimeter,-117.1405284,32.6981952,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,641.5,0,0,1,0,,0,0,0,0,935.2,0,0,0,0.0,0,1,91.9,0.23,0,0.23,0.0,0.0
S_EVANS_ST_NATIONAL_AV,S EVANS ST & NATIONAL AV,Outside Perimeter,-117.1429736,32.6985376,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,578.7,0,0,1,0,,0,0,0,0,862.2,0,0,0,0.0,0,1,301.5,0.23,0,0.23,0.0,0.0
SAMPSON_ST_NATIONAL_AV,SAMPSON ST & NATIONAL AV,Outside Perimeter,-117.1413145,32.6973907,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,525.9,0,0,1,0,,0,0,0,0,1043.7,0,0,0,0.0,0,1,123.7,0.23,0,0.23,0.0,0.0
SAMPSON_ST_I-5_SB,SAMPSON ST & I-5 SB,Outside Perimeter,-117.1399161,32.6988236,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,731.8,0,0,1,0,,0,0,0,0,851.8,0,0,0,0.0,0,1,147.6,0.23,0,0.23,0.0,0.0
S_EVANS_ST_NEWTON_AV,S EVANS ST & NEWTON AV,Outside Perimeter,-117.1438153,32.697763,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,478.9,0,0,1,0,,0,0,0,0,875.0,0,0,0,0.0,0,1,358.6,0.23,0,0.23,0.0,0.0
SAMPSON_ST_NEWTON_AV,SAMPSON ST & NEWTON AV,Outside Perimeter,-117.1420955,32.6965799,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,410.2,0,0,1,0,,0,0,0,0,1078.6,0,0,0,0.0,0,1,221.4,0.23,0,0.23,0.0,0.0
S_EVANS_ST_MAIN_ST,S EVANS ST & MAIN ST,Outside Perimeter,-117.1446167,32.6969947,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,389.2,0,1,1,0,,0,0,0,0,904.1,0,0,0,0.0,1,0,436.1,0.0,0,0.0,0.0,0.0
SAMPSON_ST_MAIN_ST,SAMPSON ST & MAIN ST,Outside Perimeter,-117.1429084,32.6958054,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,296.8,0,1,1,0,,0,0,0,0,1101.5,0,0,0,0.0,1,1,331.4,0.23,0,0.23,0.0,0.0
UNION_ST_W_E_ST,UNION ST & W E ST,Marina,-117.1660529,32.7140915,0.0,262,none,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,True,0,248.1,0,4,11,0,,0,0,0,0,701.9,0,0,1,0.0,4,0,633.5,0.0,0,0.0,0.0,0.0
23RD_ST_BROADWAY,23RD ST & BROADWAY,Outside Perimeter,-117.1435962,32.7152689,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,657.4,0,0,1,0,,0,0,0,0,628.7,0,0,2,0.0,0,0,628.7,0.0,0,0.0,0.0,0.0
01ST_AV_W_G_ST,01ST AV & W G ST,Marina,-117.164258,32.7120086,0.0,262,none,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,True,1,22.0,1,2,16,0,,0,0,0,0,667.4,0,0,2,0.0,2,0,591.3,0.0,0,0.0,0.0,0.0
26TH_ST_RUSS_BL,26TH ST & RUSS BL,Outside Perimeter,-117.1392609,32.7192067,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1252.2,0,0,0,0,,0,0,0,0,937.4,0,0,0,0.0,0,1,284.5,0.23,0,0.23,0.0,0.0
28TH_ST_E_ST,28TH ST & E ST,Outside Perimeter,-117.1349129,32.714698,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1366.6,0,0,0,0,,0,0,0,0,324.9,0,1,2,0.0,0,2,180.5,3.23,0,3.23,0.0,0.0
01ST_AV_W_E_ST,01ST AV & W E ST,City Center,-117.1642743,32.7141304,0.0,262,none,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,True,0,154.6,1,5,12,0,,0,0,0,0,628.5,0,0,3,0.0,5,0,472.5,0.0,0,0.0,0.0,0.0
22ND_ST_C_ST,22ND ST & C ST,Outside Perimeter,-117.1444968,32.7163093,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,681.6,0,0,1,0,,0,0,0,0,771.8,0,0,2,0.0,0,0,714.6,0.0,0,0.0,0.0,0.0
21ST_ST_C_ST,21ST ST & C ST,Outside Perimeter,-117.1453954,32.7162995,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,632.0,0,0,2,0,,0,0,0,0,757.8,0,0,1,0.0,0,0,797.6,0.0,0,0.0,0.0,0.0
20TH_ST_C_ST,20TH ST & C ST,Outside Perimeter,-117.1462957,32.7162925,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,590.6,0,0,2,0,,0,0,0,0,736.4,0,0,1,0.0,0,0,873.8,0.0,0,0.0,0.0,0.0
20TH_ST_B_ST,20TH ST & B ST,Outside Perimeter,-117.1463063,32.7173415,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,697.5,0,0,1,0,,0,0,0,0,851.1,0,0,0,0.0,0,0,871.9,0.0,0,0.0,0.0,0.0
20TH_ST_BROADWAY,20TH ST & BROADWAY,Outside Perimeter,-117.1462671,32.7152465,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,489.3,0,0,2,0,,0,0,0,0,623.1,0,0,2,0.0,0,0,789.8,0.0,0,0.0,0.0,0.0
24TH_ST_E_ST,24TH ST & E ST,Outside Perimeter,-117.1428047,32.7142245,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,654.8,0,0,2,0,,0,0,0,0,490.8,0,0,2,0.0,0,0,490.8,0.0,0,0.0,0.0,0.0
26TH_ST_E_ST,26TH ST & E ST,Outside Perimeter,-117.139224,32.7142467,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,965.4,0,0,0,0,,0,0,0,0,423.4,0,0,2,0.0,0,0,417.8,0.0,0,0.0,0.0,0.0
25TH_ST_E_ST,25TH ST & E ST,Outside Perimeter,-117.14136,32.7142315,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,777.5,0,0,1,0,,0,0,0,0,434.5,0,0,3,0.0,0,0,434.5,0.0,0,0.0,0.0,0.0
27TH_ST_E_ST,27TH ST & E ST,Outside Perimeter,-117.1370976,32.7142269,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1155.4,0,0,0,0,,0,0,0,0,363.6,0,1,2,0.0,0,2,364.5,3.23,0,3.23,0.0,0.0
27TH_ST_BROADWAY,27TH ST & BROADWAY,Outside Perimeter,-117.1371187,32.7152998,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1190.5,0,0,0,0,,0,0,0,0,460.4,0,0,2,0.0,0,2,245.2,3.23,0,3.23,0.0,0.0
28TH_ST_RUSS_BL,28TH ST & RUSS BL,Outside Perimeter,-117.134985,32.7192082,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1568.3,0,0,0,0,,0,0,0,0,825.9,0,0,0,0.0,0,1,267.9,0.23,0,0.23,0.0,0.0
28TH_ST_A_ST,28TH ST & A ST,Outside Perimeter,-117.1349655,32.7184471,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1525.1,0,0,0,0,,0,0,0,0,741.2,0,0,1,0.0,0,1,217.8,0.23,0,0.23,0.0,0.0
21ST_ST_B_ST,21ST ST & B ST,Outside Perimeter,-117.1453824,32.7173432,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,733.4,0,0,1,0,,0,0,0,0,869.7,0,0,0,0.0,0,0,785.3,0.0,0,0.0,0.0,0.0
22ND_ST_B_ST,22ND ST & B ST,Outside Perimeter,-117.1444915,32.7173511,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,776.3,0,0,1,0,,0,0,0,0,871.0,0,0,0,0.0,0,0,701.9,0.0,0,0.0,0.0,0.0
28TH_ST_B_ST,28TH ST & B ST,Outside Perimeter,-117.1349323,32.7173994,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1472.2,0,0,0,0,,0,0,0,0,624.6,0,0,1,0.0,0,2,194.0,3.23,0,3.23,0.0,0.0
27TH_ST_A_ST,27TH ST & A ST,Outside Perimeter,-117.1371302,32.7184356,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1353.6,0,0,0,0,,0,0,0,0,778.7,0,0,1,0.0,0,1,104.9,0.23,0,0.23,0.0,0.0
25TH_ST_SR-94_EB,25TH ST & SR-94 EB,Outside Perimeter,-117.1421398,32.7128513,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,659.9,0,0,2,0,,0,0,0,0,329.7,0,1,3,0.0,0,1,329.7,0.23,0,0.23,0.0,0.0
24TH_ST_MARKET_ST,24TH ST & MARKET ST,Outside Perimeter,-117.1432164,32.7110029,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,544.5,0,0,2,0,,0,0,0,0,306.4,0,1,3,0.0,0,1,306.4,0.23,0,0.23,0.0,0.0
24TH_ST_G_ST,24TH ST & G ST,Outside Perimeter,-117.143221,32.7121115,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,545.5,0,0,2,0,,0,0,0,0,351.0,0,1,2,0.0,0,1,351.0,0.23,0,0.23,0.0,0.0
21ST_ST_J_ST,21ST ST & J ST,Outside Perimeter,-117.1453383,32.708886,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,449.8,0,0,2,0,,0,0,0,0,252.0,0,1,4,0.0,0,0,531.3,0.0,0,0.0,0.0,0.0
SR-75_NB_HARBOR_DR,SR-75 NB & HARBOR DR,Outside Perimeter,-117.1471959,32.6971758,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,480.8,0,0,1,0,,0,0,0,0,789.7,0,0,1,0.0,0,0,675.0,0.0,0,0.0,0.0,0.0
CESAR_E_CHAVEZ_PY_NATIONAL_AV,CESAR E CHAVEZ PY & NATIONAL AV,Outside Perimeter,-117.1462929,32.7008405,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,834.2,0,0,0,0,,0,0,0,0,462.5,0,0,1,0.0,0,0,696.9,0.0,0,0.0,0.0,0.0
CESAR_E_CHAVEZ_PY_HARBOR_DR,CESAR E CHAVEZ PY & HARBOR DR,Outside Perimeter,-117.1499601,32.6986333,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,766.9,0,0,1,0,,0,0,0,0,599.0,0,0,1,0.0,0,0,941.4,0.0,0,0.0,0.0,0.0
SR-75_NB_NEWTON_AV,SR-75 NB & NEWTON AV,Outside Perimeter,-117.145457,32.6989139,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,609.3,0,0,1,0,,0,0,0,0,681.1,0,0,1,0.0,0,0,534.8,0.0,0,0.0,0.0,0.0
CESAR_E_CHAVEZ_PY_NEWTON_AV,CESAR E CHAVEZ PY & NEWTON AV,Outside Perimeter,-117.1470844,32.7000337,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,766.6,0,0,1,0,,0,0,0,0,496.1,0,0,1,0.0,0,0,721.0,0.0,0,0.0,0.0,0.0
SR-75_NB_MAIN_ST,SR-75 NB & MAIN ST,Outside Perimeter,-117.1462473,32.698123,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,540.0,0,0,1,0,,0,0,0,0,721.7,0,0,1,0.0,0,0,589.3,0.0,0,0.0,0.0,0.0
23RD_ST_B_ST,23RD ST & B ST,Outside Perimeter,-117.143609,32.7173586,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,824.8,0,0,0,0,,0,0,0,0,835.0,0,0,0,0.0,0,0,619.2,0.0,0,0.0,0.0,0.0
25TH_ST_RUSS_BL,25TH ST & RUSS BL,Outside Perimeter,-117.1413996,32.7191888,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1113.3,0,0,0,0,,0,0,0,0,976.1,0,0,0,0.0,0,0,453.0,0.0,0,0.0,0.0,0.0
28TH_ST_C_ST,28TH ST & C ST,Outside Perimeter,-117.1349234,32.7163562,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1425.0,0,0,0,0,,0,0,0,0,508.7,0,0,1,0.0,0,2,232.5,3.23,0,3.23,0.0,0.0
26TH_ST_B_ST,26TH ST & B ST,Outside Perimeter,-117.1392518,32.7173841,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,1123.7,0,0,0,0,,0,0,0,0,764.5,0,0,2,0.0,0,1,211.3,0.23,0,0.23,0.0,0.0
24TH_ST_C_ST,24TH ST & C ST,Outside Perimeter,-117.1428216,32.7163136,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,788.7,0,0,1,0,,0,0,0,0,699.1,0,0,1,0.0,0,0,561.1,0.0,0,0.0,0.0,0.0
25TH_ST_B_ST,25TH ST & B ST,Outside Perimeter,-117.1413911,32.7173685,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,966.8,0,0,0,0,,0,0,0,0,775.6,0,0,1,0.0,0,0,411.6,0.0,0,0.0,0.0,0.0
24TH_ST_A_ST,24TH ST & A ST,Outside Perimeter,-117.1428447,32.7184077,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,961.1,0,0,0,0,,0,0,0,0,919.7,0,0,0,0.0,0,0,556.7,0.0,0,0.0,0.0,0.0
24TH_ST_B_ST,24TH ST & B ST,Outside Perimeter,-117.142808,32.7173536,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,872.3,0,0,0,0,,0,0,0,0,807.0,0,0,0,0.0,0,0,544.3,0.0,0,0.0,0.0,0.0
23RD_ST_C_ST,23RD ST & C ST,Outside Perimeter,-117.1435955,32.7163112,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,736.9,0,0,1,0,,0,0,0,0,729.3,0,0,1,0.0,0,0,631.8,0.0,0,0.0,0.0,0.0
SIGSBEE_ST_LOGAN_AV,SIGSBEE ST & LOGAN AV,Outside Perimeter,-117.1488413,32.7039621,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,735.8,0,0,1,0,,0,0,0,1,61.8,1,1,2,0.0,0,0,683.8,0.0,0,0.0,0.0,0.0
CESAR_E_CHAVEZ_PY_MAIN_ST,CESAR E CHAVEZ PY & MAIN ST,Outside Perimeter,-117.1478554,32.6992415,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,712.2,0,0,1,0,,0,0,0,0,551.7,0,0,1,0.0,0,0,760.9,0.0,0,0.0,0.0,0.0
